path	type	bytes	reason
/mnt/data/AAAI_FINAL_GPU_OUTPUT_BACKUP/aaai_readme3_full_reconstruction_maxthroughput_20260710_150646	inference_output	12634119875	No readme3 marker
/mnt/data/TextAlign-AAAI/TextAlign-mindeye2/train_logs/final_multisubject_subj01	train_log	0	Training log only
/mnt/data/TextAlign-AAAI/TextAlign-mindeye2/train_logs/testing	train_log	0	Training log only
/mnt/data/TextAlign-AAAI/TextAlign-mindeye2/train_logs/final_multisubject_subj07	train_log	0	Training log only
/mnt/data/TextAlign-AAAI/TextAlign-mindeye2/train_logs/merged_stage0_final	train_log	0	Training log only
/mnt/data/TextAlign-AAAI/TextAlign-mindeye2/train_logs/final_multisubject_subj05	train_log	0	Training log only
/mnt/data/TextAlign-AAAI/TextAlign-mindeye2/train_logs/final_multisubject_subj02	train_log	0	Training log only
/mnt/data/TextAlign-AAAI/TextAlign-mindeye2/train_logs/s7_textalign_coco_train_long_v10	train_log	0	Training log only
/mnt/data/TextAlign-AAAI/TextAlign-mindeye2/train_logs/s1_textalign_stage0_repair_80G	train_log	0	Training log only
