Value
0.3930493374654309
0.4447055711406027
0.9769089089089089
0.9925205205205205
0.9631961961961961
0.9312162162162162
0.6257208585739136
0.3204750418663025
0.9912222305933635
0.9905555645624796
0.008828122168779373
0.010273074731230736
0.009352607652544975
0.0072844503447413445
0.004937256686389446
0.004597109742462635
