Metric,Mean,CI_Lower,CI_Upper
CCD_Hard_K1,0.56740733197556,0.5366598778004074,0.6008146639511202
CCD_Hard_K2,0.40320875763747455,0.37372708757637474,0.43380855397148677
CCD_Random_K2,0.9489052953156822,0.9348268839103869,0.9623217922606925
