group,subj,eval_repr,tag,n_eval,neg_mode,k_neg,seed,bootstrap,clip_pretrained,ccd_acc1,ccd_acc1_ci95_lo,ccd_acc1_ci95_hi,ccd_acc5,mrr,mean_rank,median_rank,margin_mean,margin_mean_ci95_lo,margin_mean_ci95_hi,margin_median,margin_std,twoafc_hardest,twoafc_hardest_ci95_lo,twoafc_hardest_ci95_hi,runtime_sec,metrics.json
ours_s1_v1,1,pooled_mean,ours_s1_v1,909,hardneg,1,42,1000,laion2b_s39b_b160k,0.4928492903709411,0.4598459899425506,0.524779999256134,1.0,0.7464246153831482,1.507150650024414,2.0,-0.0006807306781411,-0.0020168137154541,0.0006729095519403,-0.0003010109066963,0.0213759094476699,0.4928492903709411,0.4598459899425506,0.524779999256134,19.315203189849854,cache/model_eval_results/shared982_ccd/ours_s1_v1/ours_s1_v1/pooled_mean/metrics.json
ours_s1_v1,1,tokens_mean,ours_s1_v1,909,hardneg,1,42,1000,laion2b_s39b_b160k,0.4928492903709411,0.4598459899425506,0.524779999256134,1.0,0.7464246153831482,1.507150650024414,2.0,-0.0006807306781411,-0.0020168137154541,0.0006729095519403,-0.0003010109066963,0.0213759094476699,0.4928492903709411,0.4598459899425506,0.524779999256134,21.955304622650143,cache/model_eval_results/shared982_ccd/ours_s1_v1/ours_s1_v1/tokens_mean/metrics.json
ours_s1_v2,1,pooled_mean,ours_s1_v2,909,hardneg,1,42,1000,laion2b_s39b_b160k,0.6347634792327881,0.6017601490020752,0.666694188117981,1.0,0.817381739616394,1.365236520767212,1.0,0.0142851155251264,0.0116211735643446,0.0170420752372592,0.0103872269392013,0.0404903143644332,0.6347634792327881,0.6017601490020752,0.666694188117981,19.107237815856934,cache/model_eval_results/shared982_ccd/ours_s1_v2/ours_s1_v2/pooled_mean/metrics.json
ours_s1_v2,1,tokens_mean,ours_s1_v2,909,hardneg,1,42,1000,laion2b_s39b_b160k,0.6347634792327881,0.6017601490020752,0.666694188117981,1.0,0.817381739616394,1.365236520767212,1.0,0.0142851155251264,0.0116211735643446,0.0170420752372592,0.0103872269392013,0.0404903143644332,0.6347634792327881,0.6017601490020752,0.666694188117981,21.78062868118286,cache/model_eval_results/shared982_ccd/ours_s1_v2/ours_s1_v2/tokens_mean/metrics.json
ours_s2_v10,2,pooled_mean,ours_s2_v10,909,hardneg,1,42,1000,laion2b_s39b_b160k,0.6237623691558838,0.5918316602706909,0.6567656993865967,1.0,0.8118811845779419,1.3762376308441162,1.0,0.0130330938845872,0.0104285487905144,0.0157080471049994,0.0106133371591568,0.0401005037128925,0.6237623691558838,0.5918316602706909,0.6567656993865967,24.144609451293945,cache/model_eval_results/shared982_ccd/ours_s2_v10/ours_s2_v10/pooled_mean/metrics.json
ours_s2_v10,2,tokens_mean,ours_s2_v10,909,hardneg,1,42,1000,laion2b_s39b_b160k,0.6237623691558838,0.5918316602706909,0.6567656993865967,1.0,0.8118811845779419,1.3762376308441162,1.0,0.0130330938845872,0.0104285487905144,0.0157080471049994,0.0106133371591568,0.0401005037128925,0.6237623691558838,0.5918316602706909,0.6567656993865967,21.1326265335083,cache/model_eval_results/shared982_ccd/ours_s2_v10/ours_s2_v10/tokens_mean/metrics.json
ours_s5_v10,5,pooled_mean,ours_s5_v10,909,hardneg,1,42,1000,laion2b_s39b_b160k,0.6589658856391907,0.6292629241943359,0.6897689700126648,1.0,0.8294829726219177,1.3410340547561646,1.0,0.0187761075794696,0.0158680828288197,0.0217286532279104,0.0159029960632324,0.0445664040744304,0.6589658856391907,0.6292629241943359,0.6897689700126648,19.01242232322693,cache/model_eval_results/shared982_ccd/ours_s5_v10/ours_s5_v10/pooled_mean/metrics.json
ours_s5_v10,5,tokens_mean,ours_s5_v10,909,hardneg,1,42,1000,laion2b_s39b_b160k,0.6589658856391907,0.6292629241943359,0.6897689700126648,1.0,0.8294829726219177,1.3410340547561646,1.0,0.0187761075794696,0.0158680828288197,0.0217286532279104,0.0159029960632324,0.0445664040744304,0.6589658856391907,0.6292629241943359,0.6897689700126648,25.22808313369751,cache/model_eval_results/shared982_ccd/ours_s5_v10/ours_s5_v10/tokens_mean/metrics.json
ours_s7_v10,7,pooled_mean,ours_s7_v10,909,hardneg,1,42,1000,laion2b_s39b_b160k,0.6281628012657166,0.5962321504950523,0.6600660085678101,1.0,0.8140814304351807,1.371837139129639,1.0,0.0140131562948226,0.0112958912272006,0.0165149095933884,0.0101472735404968,0.0390820503234863,0.6281628012657166,0.5962321504950523,0.6600660085678101,19.37914991378784,cache/model_eval_results/shared982_ccd/ours_s7_v10/ours_s7_v10/pooled_mean/metrics.json
ours_s7_v10,7,tokens_mean,ours_s7_v10,909,hardneg,1,42,1000,laion2b_s39b_b160k,0.6281628012657166,0.5962321504950523,0.6600660085678101,1.0,0.8140814304351807,1.371837139129639,1.0,0.0140131562948226,0.0112958912272006,0.0165149095933884,0.0101472735404968,0.0390820503234863,0.6281628012657166,0.5962321504950523,0.6600660085678101,20.95705223083496,cache/model_eval_results/shared982_ccd/ours_s7_v10/ours_s7_v10/tokens_mean/metrics.json
ours,01,pooled_mean,s1_textalign_stage1_FINAL_BEST_32,901,hardneg,1,42,1000,,0.583,0.551,0.617,,,,,,,,,,,,,,
